nume locatie,oras,rating general,numar de recenzii,categorie,popularitate,sezon recomandat,longitudine,latitudine,pret estimativ,tip calatorie,cuvinte cheie
Franciscan convent church,Sibiu,4.0,806,Religion,1,Oricând,24.155649185180664,45.79715347290039,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Retuch (1935),Sibiu,3.6,1560,Architecture,3,Oricând,24.15650177001953,45.801876068115234,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Vechiul zid de apărare al orașului,Sibiu,4.7,2740,Fortifications,1,Oricând,24.156383514404297,45.797462463378906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cazarma Kempel - Arsenalul Vechi,Sibiu,3.8,776,Architecture,2,Oricând,24.14534568786621,45.795753479003906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Mihai Eminescu House"" Museum of Icons and Church Objects",Sibiu,3.7,2658,Cultural,2,Oricând,24.14763641357422,45.79487991333008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Piața Friedrich von Schiller,Sibiu,3.7,208,Other,1,Oricând,24.152755737304688,45.7949104309082,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Lupoaica,Târgu Mureș,4.2,315,Historic,3,Oricând,24.55780601501465,46.542816162109375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Prefecture Tower,Târgu Mureș,4.3,2467,Architecture,2,Oricând,24.557554244995117,46.54317855834961,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Buna Vestire,Târgu Mureș,4.5,1245,Religion,3,Oricând,24.557357788085938,46.54171371459961,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mures County Museum. Art Museum,Târgu Mureș,5.0,2149,Cultural,1,Oricând,24.557645797729492,46.543331146240234,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Culturii,Târgu Mureș,4.1,1210,Cultural,1,Oricând,24.558015823364258,46.543392181396484,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ismeretlen katona,Târgu Mureș,3.9,1776,Historic,1,Oricând,24.559062957763672,46.54340362548828,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Arta,Târgu Mureș,4.1,2685,Cultural,1,Oricând,24.559722900390625,46.54304504394531,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Troița Eroilor Martiri,Târgu Mureș,3.8,2989,Historic,1,Oricând,24.557342529296875,46.540584564208984,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Nicolae Bălcescu,Târgu Mureș,3.5,1265,Cultural,1,Oricând,24.557424545288086,46.540565490722656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bethlen Gábor,Târgu Mureș,4.6,1193,Historic,1,Oricând,24.559837341308594,46.543827056884766,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Teatrul de vară,Târgu Mureș,3.8,636,Cultural,1,Oricând,24.56102752685547,46.543216705322266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinema 7D,Târgu Mureș,4.3,2157,Cultural,2,Oricând,24.557552337646484,46.53984451293945,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Ariel,Târgu Mureș,4.8,561,Cultural,2,Oricând,24.5589656829834,46.54511642456055,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ariel Theater for Children and Youths,Târgu Mureș,4.6,2312,Puppetries,2,Oricând,24.55898666381836,46.54511260986328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sinagoga Mare,Târgu Mureș,4.5,1119,Religion,3,Oricând,24.55812644958496,46.5452766418457,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Studio,Târgu Mureș,4.4,2910,Cultural,1,Oricând,24.56161880493164,46.54288864135742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Status Quo Synagogue,Târgu Mureș,3.8,2360,Religion,2,Oricând,24.557941436767578,46.54545974731445,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sf. Antonie de Padova,Târgu Mureș,4.6,644,Religion,2,Oricând,24.562149047851562,46.54310607910156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Saint Antony of Padua Church, Târgu Mureș",Târgu Mureș,4.8,368,Religion,3,Oricând,24.562179565429688,46.54315185546875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Natural History Museum of Târgu Mureș,Târgu Mureș,4.4,2631,Cultural,3,Oricând,24.556283950805664,46.54573440551758,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bartók Béla,Târgu Mureș,3.8,937,Historic,1,Oricând,24.559057235717773,46.54570388793945,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Aurel Filimon,Târgu Mureș,4.7,2284,Historic,1,Oricând,24.558561325073242,46.5460205078125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Butchers' Guildhouse in Târgu Mureș,Târgu Mureș,4.9,2889,Historic architecture,1,Oricând,24.561220169067383,46.54513168334961,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Bányai house,Târgu Mureș,4.4,289,Historic architecture,1,Oricând,24.561359405517578,46.545230865478516,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Biserica Adventistă de Ziua a Șaptea Târgu Mureș - ""C""",Târgu Mureș,4.2,457,Religion,3,Oricând,24.557823181152344,46.54630661010742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Nagy Imre"" Art Gallery",Târgu Mureș,4.5,1701,Cultural,3,Oricând,24.563047409057617,46.543460845947266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bootmakers' Guildhouse in Târgu Mureș,Târgu Mureș,4.2,120,Historic architecture,2,Oricând,24.56218910217285,46.54475021362305,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Mures County Museum. Ethnography and Folk Art Department,Târgu Mureș,4.3,1361,Cultural,2,Oricând,24.561582565307617,46.54536056518555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Tolnai house,Târgu Mureș,4.0,2771,Historic architecture,2,Oricând,24.563329696655273,46.543209075927734,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Józef Bem statue,Târgu Mureș,4.3,2456,Historic,2,Oricând,24.562210083007812,46.54534149169922,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Liceul Teoretic Bolyai Farkas,Târgu Mureș,3.9,414,Architecture,2,Oricând,24.563556671142578,46.543792724609375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
National Theatre of  Târgu Mureș,Târgu Mureș,3.5,720,Cultural,2,Oricând,24.56036949157715,46.54646682739258,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Avram Iancu,Târgu Mureș,4.3,2735,Historic,2,Oricând,24.56245994567871,46.54547882080078,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Szent Miklós-templom,Târgu Mureș,4.3,979,Religion,2,Oricând,24.56399917602539,46.54349899291992,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bolyai Farkas street,Târgu Mureș,3.7,260,Urban environment,1,Oricând,24.564453125,46.54315185546875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Court of Appeal in Târgu Mureș,Târgu Mureș,4.0,489,Historic architecture,2,Oricând,24.564489364624023,46.541900634765625,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Old Prefecture of Târgu Mureș,Târgu Mureș,4.6,2379,Historic architecture,3,Oricând,24.56439971923828,46.543800354003906,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Palatul Apollo,Târgu Mureș,4.3,1534,Palaces,1,Oricând,24.562437057495117,46.54618453979492,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bolyai street Unitarian church in Târgu Mureș,Târgu Mureș,4.0,766,Religion,1,Oricând,24.56476402282715,46.543190002441406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Petőfi Sándor,Târgu Mureș,3.5,1993,Cultural,2,Oricând,24.558855056762695,46.54755401611328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Lajos Kossuth statue,Târgu Mureș,4.7,1892,Historic,1,Oricând,24.563310623168945,46.546119689941406,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Bolyai Museum,Târgu Mureș,3.9,2486,Cultural,1,Oricând,24.565387725830078,46.54273986816406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Ascension of the Lord Cathedral, Târgu Mureș",Târgu Mureș,4.3,1611,Religion,3,Oricând,24.563364028930664,46.54612731933594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teleki Library,Târgu Mureș,3.8,2386,Museums,3,Oricând,24.56559944152832,46.54280090332031,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
"Saint John the Baptist Church, Târgu Mureș",Târgu Mureș,3.9,2791,Religion,1,Oricând,24.564102172851562,46.5457878112793,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Petőfi-emlékoszlop,Târgu Mureș,5.0,2008,Historic,1,Oricând,24.56385040283203,46.546241760253906,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Köpeczi house, Târgu Mureș",Târgu Mureș,4.2,2121,Historic architecture,2,Oricând,24.56328010559082,46.546775817871094,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Pseudosphaera,Târgu Mureș,4.4,884,Historic,2,Oricând,24.566068649291992,46.54179382324219,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Biserica Adventistă de Ziua a Șaptea Târgu Mureș - ""A""",Târgu Mureș,4.9,688,Religion,3,Oricând,24.557886123657227,46.548397064208984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Görög house,Târgu Mureș,3.7,703,Historic architecture,1,Oricând,24.563899993896484,46.54650115966797,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Penticostală Betel,Târgu Mureș,3.8,1028,Religion,2,Oricând,24.55634880065918,46.54854202270508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfânta Tereza,Târgu Mureș,4.1,1658,Religion,3,Oricând,24.56027603149414,46.53632354736328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Teleki House, Târgu Mureș",Târgu Mureș,4.0,1917,Historic architecture,1,Oricând,24.564979553222656,46.54635238647461,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Statue of György Bernády, Târgu Mureș",Târgu Mureș,4.7,2810,Historic,2,Oricând,24.565000534057617,46.546390533447266,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
György Bernády,Târgu Mureș,4.5,2177,Historic,2,Oricând,24.565000534057617,46.54643630981445,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Unitariană Mihail (fostă reformată),Târgu Mureș,3.7,2203,Religion,3,Oricând,24.54807472229004,46.541141510009766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"High School of Arts, Târgu Mureș",Târgu Mureș,4.3,1682,Architecture,3,Oricând,24.563800811767578,46.54741287231445,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Studio 2.1,Târgu Mureș,4.3,288,Cultural,2,Oricând,24.54956817626953,46.53841781616211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sinagoga Mică,Târgu Mureș,5.0,1777,Religion,1,Oricând,24.5615177154541,46.54863739013672,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mihai Viteazul,Târgu Mureș,4.3,2983,Historic,2,Oricând,24.565959930419922,46.54597473144531,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Small Reformed Church in Târgu Mureș,Târgu Mureș,4.0,1733,Religion,3,Oricând,24.566587448120117,46.53971862792969,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Călărașilor street in Târgu Mureș,Târgu Mureș,4.5,2889,Cultural,2,Oricând,24.557600021362305,46.54949951171875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Borsos Tamás,Târgu Mureș,4.9,1492,Historic,2,Oricând,24.565507888793945,46.547393798828125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica din cetate,Târgu Mureș,4.2,2710,Religion,1,Oricând,24.566509246826172,46.5466194152832,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Vályi Gyula,Târgu Mureș,4.2,402,Cultural,3,Oricând,24.567312240600586,46.54619598388672,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Petry,Târgu Mureș,4.6,2049,Cultural,2,Oricând,24.564842224121094,46.548397064208984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Castle of Târgu Mureș,Târgu Mureș,4.3,735,Fortifications,3,Oricând,24.566709518432617,46.547210693359375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
II. Rákóczi Ferenc,Târgu Mureș,3.9,2793,Cultural,2,Oricând,24.565637588500977,46.548118591308594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Revoluției street,Târgu Mureș,3.7,2289,Cultural,3,Oricând,24.56464958190918,46.54909896850586,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Alexandru Papiu Ilarian,Târgu Mureș,4.7,2070,Urban environment,1,Oricând,24.568265914916992,46.546180725097656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Alexandru Papiu Ilarian college,Târgu Mureș,3.6,1177,Architecture,1,Oricând,24.56856918334961,46.545738220214844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Reformed cemetery chapel in Târgu Mureș,Târgu Mureș,3.7,1323,Religion,3,Oricând,24.569337844848633,46.54464340209961,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Petru Maior,Târgu Mureș,3.5,1555,Cultural,1,Oricând,24.568452835083008,46.546512603759766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mures County Museum,Târgu Mureș,4.7,1860,Cultural,1,Oricând,24.562583923339844,46.550315856933594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul reformat,Târgu Mureș,4.2,2629,Cemeteries,2,Oricând,24.569883346557617,46.54369354248047,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Mihail,Târgu Mureș,4.3,1673,Religion,2,Oricând,24.556943893432617,46.53364562988281,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bürger house,Târgu Mureș,3.8,94,Historic architecture,3,Oricând,24.555299758911133,46.551300048828125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Súrlott Grádics,Târgu Mureș,4.6,2891,Historic architecture,3,Oricând,24.569324493408203,46.54680633544922,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Sándor Kőrösi Csoma statue,Târgu Mureș,4.1,2727,Historic,3,Oricând,24.568235397338867,46.54813003540039,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Makariás Walles house,Târgu Mureș,4.8,929,Historic architecture,3,Oricând,24.564800262451172,46.550498962402344,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Penticostală Betania,Târgu Mureș,3.9,1854,Religion,1,Oricând,24.561962127685547,46.55146789550781,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Nepomuki Szent János-kápolna,Târgu Mureș,4.1,1108,Religion,2,Oricând,24.554000854492188,46.55220031738281,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul romano-catolic,Târgu Mureș,4.6,1707,Cemeteries,2,Oricând,24.572479248046875,46.543907165527344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Saint Emeric Church,Târgu Mureș,3.9,241,Religion,2,Oricând,24.54247283935547,46.53947830200195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Franciscană Sf. Emeric,Târgu Mureș,4.6,1101,Religion,2,Oricând,24.542388916015625,46.53956604003906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Franciscană Sf. Emeric,Târgu Mureș,3.7,1364,Religion,1,Oricând,24.5423526763916,46.53943634033203,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Harvest Mures Church,Târgu Mureș,3.6,764,Religion,2,Oricând,24.552562713623047,46.55286407470703,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Greek Catholic Church in Târgu Mureș,Târgu Mureș,4.5,616,Religion,1,Oricând,24.568330764770508,46.550559997558594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ion Vlasiu Art Gallery,Târgu Mureș,4.1,872,Cultural,3,Oricând,24.566579818725586,46.55161666870117,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Biserica Bob, Sf. Nicolae",Târgu Mureș,3.9,1602,Religion,3,Oricând,24.568613052368164,46.550628662109375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul Ortodox,Târgu Mureș,3.8,795,Cemeteries,1,Oricând,24.568967819213867,46.55084228515625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The Wooden Church,Târgu Mureș,4.7,2523,Religion,2,Oricând,24.569677352905273,46.550537109375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul evreiesc Ortodox,Târgu Mureș,4.3,543,Cemeteries,3,Oricând,24.561742782592773,46.53104019165039,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Biserica Sf. Trei Ierarhi, Târgu Mureș X",Târgu Mureș,5.0,152,Religion,3,Oricând,24.556398391723633,46.5301399230957,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Trei Ierarh,Târgu Mureș,3.6,2827,Religion,1,Oricând,24.556371688842773,46.53011703491211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Ionel Pleșia,Craiova,4.4,1215,Architecture,1,Oricând,23.79864501953125,44.31607437133789,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Puiu Pleșia,Craiova,4.8,2618,Architecture,2,Oricând,23.7996768951416,44.315425872802734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Eugeniu Carada,Craiova,4.5,2526,Historic,1,Oricând,23.801393508911133,44.31574249267578,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Gheorghe Vechi,Craiova,4.3,327,Religion,2,Oricând,23.80183982849121,44.316226959228516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Poenaru,Craiova,4.6,683,Architecture,2,Oricând,23.80127716064453,44.31539535522461,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Studenților,Craiova,3.7,603,Cultural,2,Oricând,23.80143165588379,44.31520080566406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum Collection of the Orthodox Metropolitan Seat of Oltenia,Craiova,3.8,2369,Cultural,1,Oricând,23.798686981201172,44.31500244140625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Restaurant Fortunescu,Craiova,4.6,485,Historic,3,Oricând,23.80256462097168,44.31589126586914,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa M. Talevici,Craiova,4.3,2647,Architecture,3,Oricând,23.79963493347168,44.31466293334961,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mihai I,Craiova,3.6,2296,Historic,3,Oricând,23.799659729003906,44.3187255859375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Angelescu,Craiova,4.7,2968,Architecture,2,Oricând,23.79780387878418,44.31489944458008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Marin Sorescu"" National Theatre Museum",Craiova,4.1,2849,Cultural,2,Oricând,23.799152374267578,44.31901168823242,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Miez - Spațiu de impresie,Craiova,3.7,2846,Cultural,3,Oricând,23.7988224029541,44.31435775756836,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Național din Craiova,Craiova,4.4,1941,Cultural,3,Oricând,23.799165725708008,44.31907653808594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
William Shakespeare,Craiova,4.4,2057,Cultural,1,Oricând,23.798385620117188,44.31892013549805,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Zamfirescu,Craiova,4.8,1367,Architecture,1,Oricând,23.79721450805664,44.315059661865234,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Pleșa,Craiova,3.6,2748,Architecture,2,Oricând,23.803363800048828,44.315738677978516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Elena Farago Memorial House,Craiova,3.5,1076,Biographical museums,2,Oricând,23.796476364135742,44.31602478027344,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
St. Elias Church,Craiova,4.0,951,Religion,2,Oricând,23.796344757080078,44.31684494018555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinematograful Patria,Craiova,3.9,412,Cultural,3,Oricând,23.802656173706055,44.318519592285156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Dianu,Craiova,4.5,925,Architecture,3,Oricând,23.798433303833008,44.31418991088867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Arhangheli,Craiova,3.6,61,Religion,1,Oricând,23.799625396728516,44.313865661621094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia lui Alexandru Ioan Cuza,Craiova,3.8,1574,Historic,1,Oricând,23.796663284301758,44.31825256347656,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Carianopol,Craiova,4.6,1570,Architecture,2,Oricând,23.80370330810547,44.315555572509766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Mare Mucenic Gheorghe,Craiova,4.3,339,Religion,1,Oricând,23.804262161254883,44.31550598144531,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Geblescu,Craiova,4.5,707,Architecture,3,Oricând,23.80465316772461,44.31672668457031,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Administrative Palace,Craiova,4.8,1754,Other,3,Oricând,23.795686721801758,44.31796646118164,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Pencioiu,Craiova,4.4,76,Architecture,3,Oricând,23.797327041625977,44.3138542175293,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Hagi Enuș,Craiova,4.7,2427,Religion,3,Oricând,23.804819107055664,44.31806564331055,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Inspire Cinema,Craiova,4.2,459,Cultural,3,Oricând,23.794591903686523,44.31743240356445,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Ioan Botezătorul,Craiova,4.8,2827,Religion,1,Oricând,23.802339553833008,44.31303405761719,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinema Modern,Craiova,3.9,2901,Cultural,2,Oricând,23.794322967529297,44.31618881225586,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Borcea,Craiova,4.4,1500,Architecture,2,Oricând,23.797964096069336,44.3127555847168,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântâna Muzicală,Craiova,4.7,109,Fountains,3,Oricând,23.794445037841797,44.3179817199707,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Art Museum,Craiova,3.9,808,Cultural,3,Oricând,23.795093536376953,44.31914138793945,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Galeria Arta,Craiova,3.8,2198,Cultural,1,Oricând,23.794466018676758,44.318355560302734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Năiculescu,Craiova,4.3,2780,Architecture,2,Oricând,23.797523498535156,44.31264877319336,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Spiridon,Craiova,4.8,2599,Religion,2,Oricând,23.800060272216797,44.321083068847656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Theodor Aman,Craiova,3.9,158,Cultural,1,Oricând,23.794832229614258,44.319156646728516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia lui Mihai Viteazul,Craiova,4.7,2133,Historic,2,Oricând,23.794015884399414,44.317996978759766,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Barbu Dragu,Craiova,4.4,1083,Architecture,2,Oricând,23.797618865966797,44.31245040893555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Evanghelică Luterană,Craiova,4.8,2775,Religion,2,Oricând,23.79503059387207,44.319602966308594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Pascu,Craiova,5.0,2516,Architecture,2,Oricând,23.802133560180664,44.32107162475586,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mirică house in Craiova,Craiova,3.8,1581,Architecture,1,Oricând,23.799942016601562,44.311832427978516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum of Oltenia,Craiova,4.1,247,Museums,3,Oricând,23.79353904724121,44.31856918334961,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Casa Universitarilor,Craiova,4.0,415,Architecture,3,Oricând,23.796411514282227,44.312320709228516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum of Oltenia. Natural Sciences Department,Craiova,4.2,1755,Cultural,2,Oricând,23.79344367980957,44.318607330322266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"National Bank of Romania, Craiova",Craiova,4.5,608,Architecture,3,Oricând,23.794160842895508,44.31974411010742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mântuleasa Church in Craiova,Craiova,3.8,227,Religion,2,Oricând,23.796762466430664,44.31202697753906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Apostoli,Craiova,3.6,431,Religion,2,Oricând,23.807178497314453,44.315460205078125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Holy Trinity church in Craiova,Craiova,4.9,2418,Religion,1,Oricând,23.792850494384766,44.31831741333008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Templul Coral,Craiova,4.5,1894,Religion,1,Oricând,23.79249382019043,44.31636047363281,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Barbu Știrbei,Craiova,4.3,2274,Historic,3,Oricând,23.792556762695312,44.31826400756836,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Anton,Craiova,3.8,80,Religion,1,Oricând,23.793718338012695,44.31996154785156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Feraru,Craiova,4.5,56,Architecture,2,Oricând,23.796049118041992,44.31172180175781,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Frații Buzești,Craiova,3.9,262,Historic,3,Oricând,23.793087005615234,44.31371307373047,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Carol I,Craiova,4.0,2970,Historic,1,Oricând,23.79250717163086,44.31883239746094,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Ioan Maiorescu,Craiova,4.0,2681,Historic,2,Oricând,23.792903900146484,44.31947326660156,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Museum of Oltenia. ""Bania House"" Ethnographic Department",Craiova,4.4,2132,Cultural,1,Oricând,23.792264938354492,44.31462478637695,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Traian Nicolescu,Craiova,4.1,1914,Architecture,2,Oricând,23.795541763305664,44.31168746948242,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Băniei,Craiova,3.6,1225,Architecture,2,Oricând,23.792272567749023,44.3145637512207,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Cathedral of Saint Demetrius, Craiova",Craiova,4.0,1717,Religion,2,Oricând,23.791934967041016,44.315162658691406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Școala Otelelișanu,Craiova,3.7,157,Other,1,Oricând,23.792551040649414,44.319515228271484,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Carol I National College,Craiova,3.5,1560,Cultural,2,Oricând,23.79288673400879,44.320072174072266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Câncea,Craiova,4.8,2407,Architecture,1,Oricând,23.796072006225586,44.311126708984375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Carol I National College,Craiova,3.9,1076,Cultural,1,Oricând,23.791419982910156,44.31879425048828,Mic,City Break,"['turism', 'călătorie', 'explorare']"
